pair,task,sample_key,idx,id,solved,oracle_ratio,oracle_needed_budget,capped_oracle_needed_budget,unsolved_cap_budget,brekv_budget,brekv_score
pair3_qwen25_7b_same,countries,29,29,NA,True,0.6,0.607748,0.607748,0.607748,0.387409,0.0
pair3_qwen25_7b_same,countries,30,30,NA,False,NA,NA,0.607748,0.607748,0.384988,0.0
pair3_qwen25_7b_same,countries,31,31,NA,True,0.4,0.421429,0.421429,0.614286,0.378571,0.0
pair3_qwen25_7b_same,countries,32,32,NA,False,NA,NA,0.610902,0.610902,0.381579,0.0
pair3_qwen25_7b_same,countries,33,33,NA,True,0.4,0.424812,0.424812,0.610902,0.382206,0.0
pair3_qwen25_7b_same,countries,34,34,NA,True,0.5,0.517857,0.517857,0.617611,0.389778,1.0
pair3_qwen25_7b_same,countries,35,35,NA,False,NA,NA,0.614286,0.614286,0.383333,0.0
pair3_qwen25_7b_same,countries,36,36,NA,True,0.4,0.424539,0.424539,0.611175,0.383065,1.0
pair3_qwen25_7b_same,countries,37,37,NA,True,0.25,0.284562,0.284562,0.611175,0.387097,1.0
pair3_qwen25_7b_same,countries,38,38,NA,True,0.4,0.418103,0.418103,0.617611,0.384852,0.0
pair3_qwen25_7b_same,countries,39,39,NA,False,NA,NA,0.610902,0.610902,0.387845,0.0
pair3_qwen25_7b_same,countries,40,40,NA,False,NA,NA,0.617611,0.617611,0.384852,0.0
pair3_qwen25_7b_same,countries,41,41,NA,False,NA,NA,0.621173,0.621173,0.385204,0.0
pair3_qwen25_7b_same,countries,42,42,NA,False,NA,NA,0.610902,0.610902,0.384085,0.0
pair3_qwen25_7b_same,countries,43,43,NA,False,NA,NA,0.617611,0.617611,0.389778,0.0
pair3_qwen25_7b_same,countries,44,44,NA,True,0.4,0.427966,0.427966,0.607748,0.384383,0.0
pair3_qwen25_7b_same,countries,45,45,NA,False,NA,NA,0.610902,0.610902,0.383459,0.0
pair3_qwen25_7b_same,countries,46,46,NA,True,0.1,0.22541,0.22541,0.620609,0.388759,1.0
pair3_qwen25_7b_same,countries,47,47,NA,False,NA,NA,0.616359,0.616359,0.342934,0.0
pair3_qwen25_7b_same,countries,48,48,NA,False,NA,NA,0.610902,0.610902,0.382832,0.0
pair3_qwen25_7b_same,countries,49,49,NA,False,NA,NA,0.620609,0.620609,0.382319,0.0
pair3_qwen25_7b_same,countries,50,50,NA,False,NA,NA,0.607748,0.607748,0.386199,0.0
pair3_qwen25_7b_same,countries,51,51,NA,False,NA,NA,0.614286,0.614286,0.383929,0.0
pair3_qwen25_7b_same,countries,52,52,NA,False,NA,NA,0.621173,0.621173,0.38648,0.0
pair3_qwen25_7b_same,countries,53,53,NA,False,NA,NA,0.610902,0.610902,0.384085,0.0
pair3_qwen25_7b_same,countries,54,54,NA,True,0.4,0.421429,0.421429,0.614286,0.392308,1.0
pair3_qwen25_7b_same,countries,55,55,NA,False,NA,NA,0.610902,0.610902,0.385965,0.0
pair3_qwen25_7b_same,countries,56,56,NA,True,0.25,0.268473,0.268473,0.617611,0.389778,1.0
pair3_qwen25_7b_same,countries,57,57,NA,True,0.35,0.368227,0.368227,0.617611,0.393473,1.0
pair3_qwen25_7b_same,countries,58,58,NA,False,NA,NA,0.614286,0.614286,0.380952,0.0
pair3_qwen25_7b_same,countries,59,59,NA,False,NA,NA,0.621173,0.621173,0.38074,0.0
pair3_qwen25_7b_same,countries,60,60,NA,False,NA,NA,0.610902,0.610902,0.381579,0.0
pair3_qwen25_7b_same,countries,61,61,NA,False,NA,NA,0.607748,0.607748,0.386804,0.0
pair3_qwen25_7b_same,countries,62,62,NA,False,NA,NA,0.608259,0.608259,0.382254,0.0
pair3_qwen25_7b_same,countries,63,63,NA,False,NA,NA,0.617611,0.617611,0.389778,0.0
pair3_qwen25_7b_same,countries,64,64,NA,True,0.1,0.235222,0.235222,0.617611,0.389163,1.0
pair3_qwen25_7b_same,countries,65,65,NA,False,NA,NA,0.617611,0.617611,0.383621,0.0
pair3_qwen25_7b_same,countries,66,66,NA,False,NA,NA,0.611175,0.611175,0.375,0.0
pair3_qwen25_7b_same,countries,67,67,NA,True,0.5,0.509953,0.509953,0.620609,0.38466,0.0
pair3_qwen25_7b_same,countries,68,68,NA,False,NA,NA,0.611175,0.611175,0.386521,0.0
pair3_qwen25_7b_same,countries,69,69,NA,False,NA,NA,0.617611,0.617611,0.383005,0.0
pair3_qwen25_7b_same,countries,70,70,NA,True,0.4,0.427966,0.427966,0.607748,0.388015,1.0
pair3_qwen25_7b_same,countries,71,71,NA,True,0.6,0.620609,0.620609,0.620609,0.38993,1.0
pair3_qwen25_7b_same,countries,72,72,NA,False,NA,NA,0.617611,0.617611,0.384852,0.0
pair3_qwen25_7b_same,countries,73,73,NA,False,NA,NA,0.610902,0.610902,0.378446,0.0
pair3_qwen25_7b_same,countries,74,74,NA,True,0.5,0.51044,0.51044,0.614286,0.384615,0.0
pair3_qwen25_7b_same,countries,75,75,NA,False,NA,NA,0.617611,0.617611,0.377463,0.0
pair3_qwen25_7b_same,countries,76,76,NA,False,NA,NA,0.617611,0.617611,0.381158,0.0
pair3_qwen25_7b_same,countries,77,77,NA,False,NA,NA,0.621173,0.621173,0.379464,0.0
pair3_qwen25_7b_same,countries,78,78,NA,False,NA,NA,0.607748,0.607748,0.392252,0.0
pair3_qwen25_7b_same,countries,79,79,NA,True,0.6,0.611175,0.611175,0.611175,0.387097,0.0
pair3_qwen25_7b_same,countries,80,80,NA,False,NA,NA,0.620609,0.620609,0.389344,0.0
pair3_qwen25_7b_same,countries,81,81,NA,True,0.4,0.421429,0.421429,0.614286,0.392262,0.0
pair3_qwen25_7b_same,countries,82,82,NA,False,NA,NA,0.611175,0.611175,0.389977,1.0
pair3_qwen25_7b_same,countries,83,83,NA,True,0.4,0.415105,0.415105,0.620609,0.382319,1.0
pair3_qwen25_7b_same,countries,84,84,NA,False,NA,NA,0.611175,0.611175,0.385369,0.0
pair3_qwen25_7b_same,countries,85,85,NA,False,NA,NA,0.614286,0.614286,0.388095,0.0
pair3_qwen25_7b_same,countries,86,86,NA,True,0.4,0.421429,0.421429,0.614286,0.380357,1.0
pair3_qwen25_7b_same,countries,87,87,NA,True,0.5,0.517857,0.517857,0.614286,0.3875,1.0
pair3_qwen25_7b_same,countries,88,88,NA,False,NA,NA,0.617611,0.617611,0.387315,0.0
pair3_qwen25_7b_same,countries,89,89,NA,True,0.6,0.614286,0.614286,0.614286,0.3875,0.0
pair3_qwen25_7b_same,countries,90,90,NA,False,NA,NA,0.611175,0.611175,0.380184,0.0
pair3_qwen25_7b_same,countries,91,91,NA,True,0.1,0.213736,0.213736,0.614286,0.385714,1.0
pair3_qwen25_7b_same,countries,92,92,NA,True,0.1,0.219388,0.219388,0.617347,0.393991,1.0
pair3_qwen25_7b_same,countries,93,93,NA,False,NA,NA,0.617611,0.617611,0.3867,0.0
pair3_qwen25_7b_same,countries,94,94,NA,False,NA,NA,0.621173,0.621173,0.385204,0.0
pair3_qwen25_7b_same,countries,95,95,NA,False,NA,NA,0.607748,0.607748,0.388015,1.0
pair3_qwen25_7b_same,countries,96,96,NA,True,0.6,0.617347,0.617347,0.617347,0.388889,0.0
pair3_qwen25_7b_same,countries,97,97,NA,False,NA,NA,0.614286,0.614286,0.383516,0.0
pair3_qwen25_7b_same,countries,98,98,NA,False,NA,NA,0.611407,0.611407,0.374733,0.0
pair3_qwen25_7b_same,countries,99,99,NA,True,0.5,0.509398,0.509398,0.610902,0.385338,0.0
pair3_qwen25_7b_same,countries,100,100,NA,False,NA,NA,0.610902,0.610902,0.381579,0.0
pair3_qwen25_7b_same,countries,101,101,NA,True,0.5,0.509398,0.509398,0.610902,0.381579,1.0
pair3_qwen25_7b_same,countries,102,102,NA,False,NA,NA,0.610902,0.610902,0.385965,0.0
pair3_qwen25_7b_same,countries,103,103,NA,True,0.4,0.418367,0.418367,0.617347,0.384354,1.0
pair3_qwen25_7b_same,countries,104,104,NA,False,NA,NA,0.614286,0.614286,0.380952,0.0
pair3_qwen25_7b_same,countries,105,105,NA,True,0.5,0.509953,0.509953,0.620609,0.389344,0.0
pair3_qwen25_7b_same,countries,106,106,NA,False,NA,NA,0.617611,0.617611,0.383621,0.0
pair3_qwen25_7b_same,countries,107,107,NA,True,0.4,0.415105,0.415105,0.620609,0.379977,1.0
pair3_qwen25_7b_same,countries,108,108,NA,False,NA,NA,0.610902,0.610902,0.37594,0.0
pair3_qwen25_7b_same,countries,109,109,NA,True,0.3,0.320258,0.320258,0.620609,0.386417,1.0
pair3_qwen25_7b_same,countries,110,110,NA,True,0.5,0.52551,0.52551,0.617347,0.38322,1.0
pair3_qwen25_7b_same,countries,111,111,NA,False,NA,NA,0.607748,0.607748,0.389225,0.0
pair3_qwen25_7b_same,countries,112,112,NA,True,0.5,0.509953,0.509953,0.620609,0.389344,0.0
pair3_qwen25_7b_same,countries,113,113,NA,True,0.5,0.509953,0.509953,0.620609,0.388173,0.0
pair3_qwen25_7b_same,countries,114,114,NA,False,NA,NA,0.610902,0.610902,0.378446,0.0
pair3_qwen25_7b_same,countries,115,115,NA,False,NA,NA,0.607748,0.607748,0.390436,0.0
pair3_qwen25_7b_same,countries,116,116,NA,True,0.3,0.323308,0.323308,0.610902,0.387845,1.0
pair3_qwen25_7b_same,countries,117,117,NA,False,NA,NA,0.610902,0.610902,0.384085,0.0
pair3_qwen25_7b_same,countries,118,118,NA,False,NA,NA,0.607748,0.607748,0.383172,0.0
pair3_qwen25_7b_same,countries,119,119,NA,False,NA,NA,0.614286,0.614286,0.388095,0.0
pair3_qwen25_7b_same,countries,120,120,NA,True,0.4,0.427966,0.427966,0.607748,0.388015,1.0
pair3_qwen25_7b_same,countries,121,121,NA,False,NA,NA,0.607748,0.607748,0.388015,0.0
pair3_qwen25_7b_same,countries,122,122,NA,False,NA,NA,0.617611,0.617611,0.383005,0.0
pair3_qwen25_7b_same,countries,123,123,NA,False,NA,NA,0.607748,0.607748,0.386804,0.0
pair3_qwen25_7b_same,countries,124,124,NA,False,NA,NA,0.614286,0.614286,0.384524,0.0
pair3_qwen25_7b_same,countries,125,125,NA,False,NA,NA,0.607748,0.607748,0.392857,0.0
pair3_qwen25_7b_same,countries,126,126,NA,False,NA,NA,0.617611,0.617611,0.388547,0.0
pair3_qwen25_7b_same,countries,127,127,NA,True,0.3,0.325,0.325,0.614286,0.383333,1.0
pair3_qwen25_7b_same,countries,128,128,NA,False,NA,NA,0.610902,0.610902,0.385965,0.0
pair3_qwen25_7b_same,countries,129,129,NA,False,NA,NA,0.614286,0.614286,0.38956,0.0
pair3_qwen25_7b_same,countries,130,130,NA,False,NA,NA,0.614286,0.614286,0.38631,0.0
pair3_qwen25_7b_same,countries,131,131,NA,True,0.5,0.526029,0.526029,0.607748,0.383777,0.0
pair3_qwen25_7b_same,countries,132,132,NA,True,0.4,0.415105,0.415105,0.620609,0.38466,0.0
pair3_qwen25_7b_same,countries,133,133,NA,False,NA,NA,0.621173,0.621173,0.385842,0.0
pair3_qwen25_7b_same,countries,134,134,NA,False,NA,NA,0.610902,0.610902,0.385338,0.0
pair3_qwen25_7b_same,countries,135,135,NA,False,NA,NA,0.620609,0.620609,0.385246,0.0
pair3_qwen25_7b_same,countries,136,136,NA,False,NA,NA,0.620609,0.620609,0.386417,0.0
pair3_qwen25_7b_same,countries,137,137,NA,True,0.5,0.517857,0.517857,0.62013,0.389069,0.0
pair3_qwen25_7b_same,countries,138,138,NA,False,NA,NA,0.607748,0.607748,0.389831,0.0
pair3_qwen25_7b_same,countries,139,139,NA,False,NA,NA,0.614286,0.614286,0.378571,0.0
pair3_qwen25_7b_same,countries,140,140,NA,False,NA,NA,0.610902,0.610902,0.384085,0.0
pair3_qwen25_7b_same,countries,141,141,NA,True,0.6,0.607748,0.607748,0.607748,0.384988,0.0
pair3_qwen25_7b_same,countries,142,142,NA,False,NA,NA,0.620609,0.620609,0.387588,0.0
pair3_qwen25_7b_same,countries,143,143,NA,False,NA,NA,0.614286,0.614286,0.386905,0.0
pair3_qwen25_7b_same,countries,144,144,NA,True,0.4,0.418103,0.418103,0.617611,0.385468,0.0
pair3_qwen25_7b_same,countries,145,145,NA,False,NA,NA,0.620609,0.620609,0.389344,0.0
pair3_qwen25_7b_same,countries,146,146,NA,True,0.4,0.418367,0.418367,0.617347,0.37415,0.0
pair3_qwen25_7b_same,countries,147,147,NA,False,NA,NA,0.610902,0.610902,0.382832,0.0
pair3_qwen25_7b_same,countries,148,148,NA,True,0.5,0.517857,0.517857,0.617611,0.389778,1.0
pair3_qwen25_7b_same,countries,149,149,NA,False,NA,NA,0.610902,0.610902,0.387218,0.0
pair3_qwen25_7b_same,countries,150,150,NA,False,NA,NA,0.621173,0.621173,0.382015,0.0
pair3_qwen25_7b_same,countries,151,151,NA,True,0.4,0.415105,0.415105,0.620609,0.382319,1.0
pair3_qwen25_7b_same,countries,152,152,NA,False,NA,NA,0.614286,0.614286,0.384524,0.0
pair3_qwen25_7b_same,countries,153,153,NA,True,0.4,0.418103,0.418103,0.617611,0.381158,1.0
pair3_qwen25_7b_same,countries,154,154,NA,True,0.2,0.228571,0.228571,0.614286,0.380769,0.0
pair3_qwen25_7b_same,countries,155,155,NA,False,NA,NA,0.607748,0.607748,0.386804,0.0
pair3_qwen25_7b_same,countries,156,156,NA,True,0.5,0.525053,0.525053,0.611407,0.390192,0.0
pair3_qwen25_7b_same,countries,157,157,NA,False,NA,NA,0.610902,0.610902,0.384712,0.0
pair3_qwen25_7b_same,countries,158,158,NA,True,0.25,0.272834,0.272834,0.620609,0.384075,0.0
pair3_qwen25_7b_same,countries,159,159,NA,False,NA,NA,0.607748,0.607748,0.381356,0.0
pair3_qwen25_7b_same,countries,160,160,NA,True,0.5,0.526029,0.526029,0.607748,0.388015,1.0
pair3_qwen25_7b_same,countries,161,161,NA,False,NA,NA,0.617611,0.617611,0.388547,0.0
pair3_qwen25_7b_same,countries,162,162,NA,False,NA,NA,0.614286,0.614286,0.379762,0.0
pair3_qwen25_7b_same,countries,163,163,NA,True,0.4,0.418103,0.418103,0.617611,0.387315,1.0
pair3_qwen25_7b_same,countries,164,164,NA,True,0.6,0.620609,0.620609,0.620609,0.385246,1.0
pair3_qwen25_7b_same,countries,165,165,NA,False,NA,NA,0.610902,0.610902,0.384712,0.0
pair3_qwen25_7b_same,countries,166,166,NA,True,0.6,0.614286,0.614286,0.614286,0.385714,0.0
pair3_qwen25_7b_same,countries,167,167,NA,False,NA,NA,0.614286,0.614286,0.383929,0.0
pair3_qwen25_7b_same,countries,168,168,NA,False,NA,NA,0.620609,0.620609,0.385246,0.0
pair3_qwen25_7b_same,countries,169,169,NA,False,NA,NA,0.610902,0.610902,0.382206,0.0
pair3_qwen25_7b_same,countries,170,170,NA,True,0.5,0.517857,0.517857,0.614286,0.38869,0.0
pair3_qwen25_7b_same,countries,171,171,NA,True,0.6,0.611175,0.611175,0.611175,0.384217,0.0
pair3_qwen25_7b_same,countries,172,172,NA,False,NA,NA,0.617611,0.617611,0.387315,0.0
pair3_qwen25_7b_same,countries,173,173,NA,True,0.4,0.421429,0.421429,0.614286,0.385714,1.0
pair3_qwen25_7b_same,countries,174,174,NA,True,0.6,0.614286,0.614286,0.614286,0.391209,0.0
pair3_qwen25_7b_same,countries,175,175,NA,False,NA,NA,0.614286,0.614286,0.370408,0.0
pair3_qwen25_7b_same,countries,176,176,NA,False,NA,NA,0.607748,0.607748,0.388015,0.0
pair3_qwen25_7b_same,countries,177,177,NA,True,0.6,0.607748,0.607748,0.607748,0.389225,0.0
pair3_qwen25_7b_same,countries,178,178,NA,False,NA,NA,0.607748,0.607748,0.392252,0.0
pair3_qwen25_7b_same,countries,179,179,NA,True,0.4,0.421429,0.421429,0.614286,0.386813,1.0
pair3_qwen25_7b_same,countries,180,180,NA,False,NA,NA,0.614286,0.614286,0.386905,0.0
pair3_qwen25_7b_same,countries,181,181,NA,True,0.4,0.415105,0.415105,0.620609,0.387002,1.0
pair3_qwen25_7b_same,countries,182,182,NA,False,NA,NA,0.610902,0.610902,0.382206,0.0
pair3_qwen25_7b_same,countries,183,183,NA,False,NA,NA,0.607748,0.607748,0.38862,0.0
pair3_qwen25_7b_same,countries,184,184,NA,False,NA,NA,0.610902,0.610902,0.383459,0.0
pair3_qwen25_7b_same,countries,185,185,NA,False,NA,NA,0.617347,0.617347,0.393424,0.0
pair3_qwen25_7b_same,countries,186,186,NA,False,NA,NA,0.62013,0.62013,0.377706,0.0
pair3_qwen25_7b_same,countries,187,187,NA,True,0.5,0.526029,0.526029,0.607748,0.385593,0.0
pair3_qwen25_7b_same,countries,188,188,NA,True,0.5,0.526029,0.526029,0.607748,0.392252,0.0
pair3_qwen25_7b_same,countries,189,189,NA,False,NA,NA,0.617611,0.617611,0.384236,0.0
pair3_qwen25_7b_same,countries,190,190,NA,True,0.35,0.368227,0.368227,0.617611,0.392241,1.0
pair3_qwen25_7b_same,countries,191,191,NA,True,0.4,0.424539,0.424539,0.611175,0.388249,1.0
pair3_qwen25_7b_same,countries,192,192,NA,False,NA,NA,0.610902,0.610902,0.381579,0.0
pair3_qwen25_7b_same,countries,193,193,NA,True,0.4,0.424539,0.424539,0.611175,0.378456,0.0
pair3_qwen25_7b_same,countries,194,194,NA,False,NA,NA,0.607748,0.607748,0.389831,0.0
pair3_qwen25_7b_same,countries,195,195,NA,False,NA,NA,0.62013,0.62013,0.383117,0.0
pair3_qwen25_7b_same,countries,196,196,NA,False,NA,NA,0.617611,0.617611,0.381158,0.0
pair3_qwen25_7b_same,countries,197,197,NA,True,0.25,0.272556,0.272556,0.610902,0.388471,1.0
pair3_qwen25_7b_same,countries,198,198,NA,True,0.5,0.509953,0.509953,0.620609,0.388759,0.0
pair3_qwen25_7b_same,countries,199,199,NA,False,NA,NA,0.610902,0.610902,0.381579,0.0
pair3_qwen25_7b_same,hotpotqa,0::5add1d575542992c1e3a2540,0,5add1d575542992c1e3a2540,False,NA,NA,0.613254,0.613254,0.338235,0.0
pair3_qwen25_7b_same,hotpotqa,1::5ac55ea55542993e66e82377,1,5ac55ea55542993e66e82377,True,0.15,0.180357,0.180357,0.614286,0.354592,1.0
pair3_qwen25_7b_same,hotpotqa,2::5ac3a76e554299741d48a2be,2,5ac3a76e554299741d48a2be,True,0.1,0.129926,0.129926,0.612069,0.35119,0.0
pair3_qwen25_7b_same,hotpotqa,3::5a7133565542994082a3e65c,3,5a7133565542994082a3e65c,True,0.1,0.13161,0.13161,0.616417,0.302486,1.0
pair3_qwen25_7b_same,hotpotqa,4::5ac1a4745542991316484b82,4,5ac1a4745542991316484b82,False,NA,NA,0.618304,0.618304,0.374628,0.0
pair3_qwen25_7b_same,hotpotqa,5::5adc597d55429947ff17392f,5,5adc597d55429947ff17392f,True,0.2,0.229959,0.229959,0.611511,0.379496,1.0
pair3_qwen25_7b_same,hotpotqa,6::5ac55e835542993e66e82375,6,5ac55e835542993e66e82375,True,0.4,0.422657,0.422657,0.613057,0.366015,1.0
pair3_qwen25_7b_same,hotpotqa,7::5a8d9e0f554299441c6ba015,7,5a8d9e0f554299441c6ba015,True,0.35,0.371118,0.371118,0.612189,0.329969,0.0
pair3_qwen25_7b_same,hotpotqa,8::5ae70ed7554299572ea546a1,8,5ae70ed7554299572ea546a1,True,0.2,0.230127,0.230127,0.611175,0.363479,1.0
pair3_qwen25_7b_same,hotpotqa,9::5a74a8fa55429929fddd8497,9,5a74a8fa55429929fddd8497,True,0.2,0.225756,0.225756,0.612878,0.365485,1.0
pair3_qwen25_7b_same,hotpotqa,10::5a7cb94f554299683c1c6353,10,5a7cb94f554299683c1c6353,True,0.3,0.327431,0.327431,0.611044,0.372749,1.0
pair3_qwen25_7b_same,hotpotqa,11::5ab874ba5542990e739ec904,11,5ab874ba5542990e739ec904,True,0.3,0.322136,0.322136,0.618105,0.36174,1.0
pair3_qwen25_7b_same,hotpotqa,12::5ae3a8985542992f92d82329,12,5ae3a8985542992f92d82329,True,0.35,0.370104,0.370104,0.611175,0.40121,1.0
pair3_qwen25_7b_same,hotpotqa,13::5ac39f7b554299218029dbe7,13,5ac39f7b554299218029dbe7,True,0.2,0.229566,0.229566,0.612297,0.335972,1.0
pair3_qwen25_7b_same,hotpotqa,14::5ae27b535542996483e649b6,14,5ae27b535542996483e649b6,True,0.2,0.227099,0.227099,0.61723,0.353053,1.0
pair3_qwen25_7b_same,hotpotqa,15::5a7331de5542994cef4bc4a8,15,5a7331de5542994cef4bc4a8,False,NA,NA,0.616541,0.616541,0.317043,0.0
pair3_qwen25_7b_same,hotpotqa,16::5ac15de55542991316484afb,16,5ac15de55542991316484afb,True,0.1,0.128286,0.128286,0.614286,0.348286,1.0
pair3_qwen25_7b_same,hotpotqa,17::5a7c6c9d554299683c1c6302,17,5a7c6c9d554299683c1c6302,True,0.4,0.421429,0.421429,0.614286,0.378571,1.0
pair3_qwen25_7b_same,hotpotqa,18::5ae6363b55429929b0807af0,18,5ae6363b55429929b0807af0,False,NA,NA,0.614286,0.614286,0.364626,0.0
pair3_qwen25_7b_same,hotpotqa,19::5a8cea40554299441c6b9f76,19,5a8cea40554299441c6b9f76,True,0.25,0.278958,0.278958,0.617761,0.363256,1.0
pair3_qwen25_7b_same,hotpotqa,20::5ab5ecd75542992aa134a3e6,20,5ab5ecd75542992aa134a3e6,True,0.3,0.324099,0.324099,0.612483,0.382844,1.0
pair3_qwen25_7b_same,hotpotqa,21::5a84c5545542991dd0999dee,21,5a84c5545542991dd0999dee,True,0.5,0.517857,0.517857,0.617122,0.389968,1.0
pair3_qwen25_7b_same,hotpotqa,22::5adeacf955429975fa854f66,22,5adeacf955429975fa854f66,True,0.5,0.520381,0.520381,0.616305,0.389117,0.0
pair3_qwen25_7b_same,hotpotqa,23::5a8ce15d554299653c1aa12f,23,5a8ce15d554299653c1aa12f,True,0.1,0.132143,0.132143,0.614286,0.320714,1.0
pair3_qwen25_7b_same,hotpotqa,24::5ade4da055429939a52fe878,24,5ade4da055429939a52fe878,True,0.25,0.273483,0.273483,0.616928,0.344667,1.0
pair3_qwen25_7b_same,hotpotqa,25::5ab2a186554299295394677b,25,5ab2a186554299295394677b,True,0.3,0.325,0.325,0.614286,0.367857,0.0
pair3_qwen25_7b_same,hotpotqa,26::5ade66e1554299728e26c713,26,5ade66e1554299728e26c713,True,0.4,0.421429,0.421429,0.614286,0.357143,0.0
pair3_qwen25_7b_same,hotpotqa,27::5a7c634c55429907fabeef79,27,5a7c634c55429907fabeef79,True,0.15,0.180068,0.180068,0.613131,0.342601,0.0
pair3_qwen25_7b_same,hotpotqa,28::5ae13f3c5542997b2ef7d168,28,5ae13f3c5542997b2ef7d168,True,0.15,0.178571,0.178571,0.616071,0.392526,1.0
pair3_qwen25_7b_same,hotpotqa,29::5ae17cd055429901ffe4aea3,29,5ae17cd055429901ffe4aea3,True,0.1,0.134785,0.134785,0.616928,0.355431,1.0
pair3_qwen25_7b_same,hotpotqa,30::5ae7940c55429952e35ea984,30,5ae7940c55429952e35ea984,True,0.4,0.42467,0.42467,0.611044,0.380852,0.0
pair3_qwen25_7b_same,hotpotqa,31::5a7296815542991f9a20c515,31,5a7296815542991f9a20c515,True,0.1,0.130047,0.130047,0.612189,0.371506,1.0
pair3_qwen25_7b_same,hotpotqa,32::5ab2e8ad554299340b525562,32,5ab2e8ad554299340b525562,True,0.35,0.373934,0.373934,0.611407,0.369136,1.0
pair3_qwen25_7b_same,hotpotqa,33::5a89b1de5542992e4fca8378,33,5a89b1de5542992e4fca8378,True,0.1,0.161491,0.161491,0.612189,0.382376,1.0
pair3_qwen25_7b_same,hotpotqa,34::5ab78edc5542995dae37e95c,34,5ab78edc5542995dae37e95c,True,0.5,0.517857,0.517857,0.610902,0.401003,0.0
pair3_qwen25_7b_same,hotpotqa,35::5ae73acb5542991e8301cc07,35,5ae73acb5542991e8301cc07,True,0.15,0.177521,0.177521,0.612395,0.343838,1.0
pair3_qwen25_7b_same,hotpotqa,36::5a8257fa55429940e5e1a866,36,5a8257fa55429940e5e1a866,True,0.4,0.420345,0.420345,0.615369,0.357945,0.0
pair3_qwen25_7b_same,hotpotqa,37::5a8d8e4f5542994ba4e3dca7,37,5a8d8e4f5542994ba4e3dca7,True,0.3,0.326418,0.326418,0.617122,0.325368,0.0
pair3_qwen25_7b_same,hotpotqa,38::5a8a07725542992d82986e5b,38,5a8a07725542992d82986e5b,True,0.3,0.325817,0.325817,0.61592,0.317191,0.0
pair3_qwen25_7b_same,hotpotqa,39::5a79fac85542996c55b2dcc1,39,5a79fac85542996c55b2dcc1,True,0.25,0.274857,0.274857,0.614286,0.367429,1.0
pair3_qwen25_7b_same,hotpotqa,40::5a81537355429926c1cdad20,40,5a81537355429926c1cdad20,True,0.3,0.324423,0.324423,0.613131,0.363131,1.0
pair3_qwen25_7b_same,hotpotqa,41::5a721d5a55429971e9dc9283,41,5a721d5a55429971e9dc9283,False,NA,NA,0.613226,0.613226,0.321429,0.0
pair3_qwen25_7b_same,hotpotqa,42::5a7aa2a255429941d65f270e,42,5a7aa2a255429941d65f270e,True,0.1,0.134785,0.134785,0.616928,0.342466,0.0
pair3_qwen25_7b_same,hotpotqa,43::5abe6f8455429965af743f03,43,5abe6f8455429965af743f03,True,0.25,0.274399,0.274399,0.618105,0.362801,1.0
pair3_qwen25_7b_same,hotpotqa,44::5ae7257a554299572ea54731,44,5ae7257a554299572ea54731,True,0.3,0.323748,0.323748,0.611781,0.33256,1.0
pair3_qwen25_7b_same,hotpotqa,45::5ac0e0e25542997d64295a6f,45,5ac0e0e25542997d64295a6f,True,0.2,0.223868,0.223868,0.611934,0.39939,1.0
pair3_qwen25_7b_same,hotpotqa,46::5a72688c5542997f827839b2,46,5a72688c5542997f827839b2,True,0.1,0.130252,0.130252,0.612395,0.27451,1.0
pair3_qwen25_7b_same,hotpotqa,47::5adea0c5554299728e26c776,47,5adea0c5554299728e26c776,True,0.1,0.132143,0.132143,0.614286,0.345879,1.0
pair3_qwen25_7b_same,hotpotqa,48::5ab8372255429919ba4e226b,48,5ab8372255429919ba4e226b,True,0.15,0.179162,0.179162,0.617473,0.381051,0.0
pair3_qwen25_7b_same,hotpotqa,49::5ac0e064554299012d1db64e,49,5ac0e064554299012d1db64e,True,0.25,0.281513,0.281513,0.612395,0.37395,1.0
pair3_qwen25_7b_same,hotpotqa,50::5a8574945542997b5ce3fffb,50,5a8574945542997b5ce3fffb,True,0.5,0.517857,0.517857,0.611175,0.344182,0.0
pair3_qwen25_7b_same,hotpotqa,51::5a8704f8554299211dda2ba4,51,5a8704f8554299211dda2ba4,True,0.35,0.375687,0.375687,0.616758,0.355082,0.0
pair3_qwen25_7b_same,hotpotqa,52::5a81d1f0554299676cceb0ee,52,5a81d1f0554299676cceb0ee,True,0.2,0.230623,0.230623,0.615312,0.367401,1.0
pair3_qwen25_7b_same,hotpotqa,53::5a7bf84b5542996dd594b875,53,5a7bf84b5542996dd594b875,False,NA,NA,0.617611,0.617611,0.384236,0.0
pair3_qwen25_7b_same,hotpotqa,54::5ab69e4f554299710c8d1eee,54,5ab69e4f554299710c8d1eee,True,0.1,0.135204,0.135204,0.617347,0.356576,0.0
pair3_qwen25_7b_same,hotpotqa,55::5ae64ad25542995703ce8b4f,55,5ae64ad25542995703ce8b4f,True,0.2,0.230867,0.230867,0.615434,0.383078,1.0
pair3_qwen25_7b_same,hotpotqa,56::5a7571135542992d0ec05f98,56,5a7571135542992d0ec05f98,True,0.1,0.132143,0.132143,0.614286,0.353316,1.0
pair3_qwen25_7b_same,hotpotqa,57::5a8f2fed55429918e830d1c7,57,5a8f2fed55429918e830d1c7,True,0.3,0.324484,0.324484,0.613254,0.32754,0.0
