pair,task,window,tau,scale,score,actual_budget,on_pareto_front,path
pair6_llama32_abliterated_deepseek3b,musique,8,0.98,0.85,0.356,0.4874711360000005,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/musique/coverage/cov_t0.98_s0.85_w8_0712_2358
pair6_llama32_abliterated_deepseek3b,musique,16,0.98,0.85,0.35,0.5213605600000002,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/musique/coverage/cov_t0.98_s0.85_w16_0713_0012
pair7_qwen25_uncensored_bespoke,hotpotqa,8,0.9,0.65,0.186,0.23463295200000023,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/hotpotqa/coverage/cov_t0.90_s0.65_w8_0713_0539
pair7_qwen25_uncensored_bespoke,hotpotqa,16,0.9,0.65,0.204,0.24011760999999998,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/hotpotqa/coverage/cov_t0.90_s0.65_w16_0713_0631
pair7_qwen25_uncensored_bespoke,hotpotqa,8,0.9,0.75,0.218,0.26438083599999995,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/hotpotqa/coverage/cov_t0.90_s0.75_w8_0713_0546
pair7_qwen25_uncensored_bespoke,hotpotqa,16,0.9,0.75,0.21,0.2707005380000001,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/hotpotqa/coverage/cov_t0.90_s0.75_w16_0713_0639
pair7_qwen25_uncensored_bespoke,hotpotqa,8,0.9,0.85,0.264,0.2945848080000002,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/hotpotqa/coverage/cov_t0.90_s0.85_w8_0713_0553
pair7_qwen25_uncensored_bespoke,hotpotqa,16,0.9,0.85,0.242,0.30172952400000014,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/hotpotqa/coverage/cov_t0.90_s0.85_w16_0713_0646
pair7_qwen25_uncensored_bespoke,hotpotqa,8,0.95,0.65,0.314,0.33875341000000025,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/hotpotqa/coverage/cov_t0.95_s0.65_w8_0713_0559
pair7_qwen25_uncensored_bespoke,hotpotqa,16,0.95,0.65,0.292,0.34667989400000004,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/hotpotqa/coverage/cov_t0.95_s0.65_w16_0713_0652
pair7_qwen25_uncensored_bespoke,hotpotqa,8,0.95,0.75,0.352,0.38534502800000026,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/hotpotqa/coverage/cov_t0.95_s0.75_w8_0713_0605
pair7_qwen25_uncensored_bespoke,hotpotqa,16,0.95,0.75,0.342,0.3945356980000001,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/hotpotqa/coverage/cov_t0.95_s0.75_w16_0713_0659
pair7_qwen25_uncensored_bespoke,hotpotqa,8,0.95,0.85,0.382,0.43077237399999996,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/hotpotqa/coverage/cov_t0.95_s0.85_w8_0713_0611
pair7_qwen25_uncensored_bespoke,hotpotqa,16,0.95,0.85,0.358,0.4408252860000004,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/hotpotqa/coverage/cov_t0.95_s0.85_w16_0713_0705
pair7_qwen25_uncensored_bespoke,hotpotqa,8,0.98,0.65,0.41,0.4557648179999996,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/hotpotqa/coverage/cov_t0.98_s0.65_w8_0713_0616
pair7_qwen25_uncensored_bespoke,hotpotqa,16,0.98,0.65,0.374,0.4616676120000001,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/hotpotqa/coverage/cov_t0.98_s0.65_w16_0713_0710
pair7_qwen25_uncensored_bespoke,hotpotqa,8,0.98,0.75,0.438,0.5201253960000005,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/hotpotqa/coverage/cov_t0.98_s0.75_w8_0713_0621
pair7_qwen25_uncensored_bespoke,hotpotqa,16,0.98,0.75,0.428,0.5268486160000003,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/hotpotqa/coverage/cov_t0.98_s0.75_w16_0713_0716
pair7_qwen25_uncensored_bespoke,hotpotqa,8,0.98,0.85,0.454,0.5777860619999996,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/hotpotqa/coverage/cov_t0.98_s0.85_w8_0713_0626
pair7_qwen25_uncensored_bespoke,hotpotqa,16,0.98,0.85,0.432,0.5848135480000008,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/hotpotqa/coverage/cov_t0.98_s0.85_w16_0713_0721
pair7_qwen25_uncensored_bespoke,multifieldqa_en,8,0.9,0.65,0.22,0.21593285999999998,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/multifieldqa_en/coverage/cov_t0.90_s0.65_w8_0713_0723
pair7_qwen25_uncensored_bespoke,multifieldqa_en,16,0.9,0.65,0.22666666666666666,0.23289113333333333,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/multifieldqa_en/coverage/cov_t0.90_s0.65_w16_0713_0803
pair7_qwen25_uncensored_bespoke,multifieldqa_en,8,0.9,0.75,0.24,0.24350882,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/multifieldqa_en/coverage/cov_t0.90_s0.75_w8_0713_0728
pair7_qwen25_uncensored_bespoke,multifieldqa_en,16,0.9,0.75,0.3,0.2631224466666668,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/multifieldqa_en/coverage/cov_t0.90_s0.75_w16_0713_0807
pair7_qwen25_uncensored_bespoke,multifieldqa_en,8,0.9,0.85,0.29333333333333333,0.27112974666666667,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/multifieldqa_en/coverage/cov_t0.90_s0.85_w8_0713_0732
pair7_qwen25_uncensored_bespoke,multifieldqa_en,16,0.9,0.85,0.29333333333333333,0.29338497999999996,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/multifieldqa_en/coverage/cov_t0.90_s0.85_w16_0713_0812
pair7_qwen25_uncensored_bespoke,multifieldqa_en,8,0.95,0.65,0.31333333333333335,0.31543589333333355,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/multifieldqa_en/coverage/cov_t0.95_s0.65_w8_0713_0736
pair7_qwen25_uncensored_bespoke,multifieldqa_en,16,0.95,0.65,0.2733333333333333,0.3328470199999999,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/multifieldqa_en/coverage/cov_t0.95_s0.65_w16_0713_0816
pair7_qwen25_uncensored_bespoke,multifieldqa_en,8,0.95,0.75,0.31333333333333335,0.35847211333333345,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/multifieldqa_en/coverage/cov_t0.95_s0.75_w8_0713_0740
pair7_qwen25_uncensored_bespoke,multifieldqa_en,16,0.95,0.75,0.34,0.3785583666666666,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/multifieldqa_en/coverage/cov_t0.95_s0.75_w16_0713_0821
pair7_qwen25_uncensored_bespoke,multifieldqa_en,8,0.95,0.85,0.3333333333333333,0.40150474666666675,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/multifieldqa_en/coverage/cov_t0.95_s0.85_w8_0713_0745
pair7_qwen25_uncensored_bespoke,multifieldqa_en,16,0.95,0.85,0.35333333333333333,0.42427141333333357,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/multifieldqa_en/coverage/cov_t0.95_s0.85_w16_0713_0825
pair7_qwen25_uncensored_bespoke,multifieldqa_en,8,0.98,0.65,0.36666666666666664,0.43032190000000003,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/multifieldqa_en/coverage/cov_t0.98_s0.65_w8_0713_0749
pair7_qwen25_uncensored_bespoke,multifieldqa_en,16,0.98,0.65,0.35333333333333333,0.4449058066666665,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/multifieldqa_en/coverage/cov_t0.98_s0.65_w16_0713_0830
pair7_qwen25_uncensored_bespoke,multifieldqa_en,8,0.98,0.75,0.37333333333333335,0.49102934666666687,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/multifieldqa_en/coverage/cov_t0.98_s0.75_w8_0713_0754
pair7_qwen25_uncensored_bespoke,multifieldqa_en,16,0.98,0.75,0.4,0.5078553266666668,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/multifieldqa_en/coverage/cov_t0.98_s0.75_w16_0713_0834
pair7_qwen25_uncensored_bespoke,multifieldqa_en,8,0.98,0.85,0.4,0.5489313533333335,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/multifieldqa_en/coverage/cov_t0.98_s0.85_w8_0713_0758
pair7_qwen25_uncensored_bespoke,multifieldqa_en,16,0.98,0.85,0.3933333333333333,0.5673629666666666,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/multifieldqa_en/coverage/cov_t0.98_s0.85_w16_0713_0839
pair7_qwen25_uncensored_bespoke,musique,8,0.9,0.65,0.146,0.19952404399999982,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/musique/coverage/cov_t0.90_s0.65_w8_0713_0337
pair7_qwen25_uncensored_bespoke,musique,16,0.9,0.65,0.156,0.21928529599999982,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/musique/coverage/cov_t0.90_s0.65_w16_0713_0437
pair7_qwen25_uncensored_bespoke,musique,8,0.9,0.75,0.174,0.22455244199999988,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/musique/coverage/cov_t0.90_s0.75_w8_0713_0344
pair7_qwen25_uncensored_bespoke,musique,16,0.9,0.75,0.178,0.2474419199999999,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/musique/coverage/cov_t0.90_s0.75_w16_0713_0444
pair7_qwen25_uncensored_bespoke,musique,8,0.9,0.85,0.186,0.24966730999999995,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/musique/coverage/cov_t0.90_s0.85_w8_0713_0351
pair7_qwen25_uncensored_bespoke,musique,16,0.9,0.85,0.198,0.2756554600000002,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/musique/coverage/cov_t0.90_s0.85_w16_0713_0451
pair7_qwen25_uncensored_bespoke,musique,8,0.95,0.65,0.21,0.303026582,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/musique/coverage/cov_t0.95_s0.65_w8_0713_0358
pair7_qwen25_uncensored_bespoke,musique,16,0.95,0.65,0.224,0.3271234819999998,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/musique/coverage/cov_t0.95_s0.65_w16_0713_0458
pair7_qwen25_uncensored_bespoke,musique,8,0.95,0.75,0.224,0.34411705199999976,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/musique/coverage/cov_t0.95_s0.75_w8_0713_0405
pair7_qwen25_uncensored_bespoke,musique,16,0.95,0.75,0.23,0.371919314,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/musique/coverage/cov_t0.95_s0.75_w16_0713_0505
pair7_qwen25_uncensored_bespoke,musique,8,0.95,0.85,0.232,0.38492598999999955,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/musique/coverage/cov_t0.95_s0.85_w8_0713_0411
pair7_qwen25_uncensored_bespoke,musique,16,0.95,0.85,0.244,0.4162120619999995,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/musique/coverage/cov_t0.95_s0.85_w16_0713_0511
pair7_qwen25_uncensored_bespoke,musique,8,0.98,0.65,0.25,0.4272506119999998,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/musique/coverage/cov_t0.98_s0.65_w8_0713_0418
pair7_qwen25_uncensored_bespoke,musique,16,0.98,0.65,0.248,0.44883162800000004,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/musique/coverage/cov_t0.98_s0.65_w16_0713_0518
pair7_qwen25_uncensored_bespoke,musique,8,0.98,0.75,0.272,0.48743121600000017,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/musique/coverage/cov_t0.98_s0.75_w8_0713_0424
pair7_qwen25_uncensored_bespoke,musique,16,0.98,0.75,0.242,0.5123615959999998,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/musique/coverage/cov_t0.98_s0.75_w16_0713_0524
pair7_qwen25_uncensored_bespoke,musique,8,0.98,0.85,0.288,0.5420721159999998,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/musique/coverage/cov_t0.98_s0.85_w8_0713_0431
pair7_qwen25_uncensored_bespoke,musique,16,0.98,0.85,0.268,0.5695002519999995,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair7_qwen25_uncensored_bespoke/musique/coverage/cov_t0.98_s0.85_w16_0713_0531
